AU1Variation;AU11Variation;AU21Variation;AU22Variation;AU4Variation;AU51Variation;AU52Variation;AU61Variation;AU62Variation;AU91Variation;AU92Variation;AU10Variation;AU12Variation;AU151Variation;AU152Variation;AU17Variation;AU20Variation;AU23Variation;AU24Variation;AU25Variation;AU26Variation;AU27Variation;Emotion
-0.7804555427071129;-1.0557280900008408;-1.8900363759149492;-1.7761515949565485;-3.8764399279604973;-2.0;0.0;-2.0;0.0;-0.9026489732350456;-2.528661624033674;-1.0;-0.9459853727021894;-1.359692436363698;-2.2320715071472943;-0.9706136340735974;-0.9782711335573246;-0.9459853727021894;0.06225774829854913;0.0;-1.950031210998425;-1.950031210998425;1
-2.6950585132603795;-0.8847097465119482;-3.6020164562913166;-2.713150444986418;-4.987791787134107;-3.0;-2.0;-3.0;-2.0;-3.8873845235988185;-4.47213595499958;-0.9446148618625827;0.11089752563866995;-1.321399145519031;-1.7023103947411418;1.081383910348432;-1.979175701071373;0.11089752563866995;1.9843173262719418;0.0;-0.9046197923585382;-0.9046197923585382;1
-2.7427746694182975;-3.416407864998739;-2.937744787749587;-2.3219437442290243;-5.0;-1.0;-0.8377223398316205;-1.0;-0.8377223398316205;-3.6959093202058924;-3.6046526220864834;-1.0;0.9871815937376809;-1.742528377135443;-0.864704066149919;0.0;-4.0;0.9871815937376809;0.9837430167054348;-3.0990195135927845;-3.9989164308878458;-3.9989164308878458;1
-0.22141436349243016;-2.7176318796914423;-3.961066387288483;-2.6829080392468185;-4.954638982812739;-1.1231056256176606;-1.0;-1.1231056256176606;-1.0;-5.586989236999024;-6.315713202135576;-6.038404810405298;-0.9886378306692265;-10.863340441141768;-12.041473520890214;-12.961595189594702;-3.0644491340181332;-0.9886378306692265;-6.955642280107079;0.0;-16.022883617577044;-16.022883617577044;1
-0.7716084382567292;-2.206555615733702;-1.3739155707209925;0.39311762831113484;1.0293863659264026;-2.0;-0.2360679774997898;-2.0;-0.2360679774997898;0.0;-0.9968147185506666;-3.0;3.0318313976722138;-0.10439953775574651;0.5104025134273869;0.9687804581186015;9.013155617496423;3.0318313976722138;3.9009804864072155;-5.0;9.997980418192668;9.997980418192668;1
-1.2792776365106011;-2.7830227737239337;0.3150057501133503;-0.5406808577909885;0.964331152381801;0.0;-1.0;0.0;-1.0;0.0;0.0;1.0384048104052983;-1.0138862107382138;-0.8553824254955842;0.0;-0.9762039583713609;-0.017851452243800026;-1.0138862107382138;-2.0;-0.5857864376269049;-0.9997959808285657;-0.9997959808285657;1
-0.5660646670789458;-0.3508893593264819;-0.84445718670381;0.36175010182639866;0.0;0.0;-0.9009804864072155;0.0;-0.9009804864072155;1.01190307520001;0.939479957207169;0.04159457879229578;0.0;-0.43253575965463753;-1.3023202122603372;0.02379604162863913;-1.981487827787408;0.0;0.0;0.0;-1.9583514021427462;-1.9583514021427462;1
-0.5660646670789458;0.0;-0.8556866079043388;0.0;0.0;-0.9837430167054348;-1.0;-0.9837430167054348;-1.0;0.0;0.0594144595973205;0.04159457879229578;0.0;-0.8991842441305309;-1.292202497221428;0.02379604162863913;-2.0688837074972675;0.0;0.0;0.0;-2.029568476156001;-2.029568476156001;1
-4.747925891770709;-2.2970585407783553;-1.0393708082461508;-1.9959017477878085;-4.0;-1.0;-4.062257748298549;-1.0;-4.062257748298549;-1.0345834248617578;-0.9046197923585382;0.049875621120889946;-1.0142828000231958;-1.3575597506858195;-0.49285568453590045;0.02775637731994607;-0.9990954324859516;-1.0142828000231958;0.0;-1.0;-1.01190307520001;-1.01190307520001;1
-3.775578704497356;-2.7634290735685756;-1.3822508146813668;-1.1758236375269924;-1.0;-1.8768943743823394;-2.0;-1.8768943743823394;-2.0;-2.0113621693307735;-0.01162633521313694;1.0;0.9852972966100992;0.4470898336154079;-0.43073447737011605;1.0;-2.0;0.9852972966100992;0.0;-1.0;-1.0;-1.0;1
