AU1Variation;AU11Variation;AU21Variation;AU22Variation;AU4Variation;AU51Variation;AU52Variation;AU61Variation;AU62Variation;AU91Variation;AU92Variation;AU10Variation;AU12Variation;AU151Variation;AU152Variation;AU17Variation;AU20Variation;AU23Variation;AU24Variation;AU25Variation;AU26Variation;AU27Variation;Emotion
8.02588071074826;7.67043224106855;8.41166433601911;11.5915403932683;3.03323778227072;5;7.14117101991146;5;7.14117101991146;8;10.8380006989544;-0.0208242989286269;-17.9987981990303;20.9473249611843;17.5459106367955;48.0065425545229;-21.5595021600644;-17.9987981990303;48.0413360269818;39;26.1382329154755;26.1382329154755;7
6.47344011011548;8.87783600005251;5.05013741335429;7.35470609884316;4.0587727318528;0;1.09263224863589;0;1.09263224863589;11.8617551311733;13.6106268307128;0;-16.8887938528395;19.621418639711;17.0174963520952;57.0087699404214;-14.9969937138795;-16.8887938528395;57.0063234297501;52.59504490319;41.985924427086;41.985924427086;7
17.6825528601637;18.2606512579669;15.2005613232248;11.7845540691011;13.0365623397279;2;3.09507576724462;2;3.09507576724462;20.9391043260695;22.6225034768467;-1;-4.98284992462387;11.7414896602944;7.97227098611471;41.0217365626187;-17.1024208499975;-4.98284992462387;42.0294054067798;34.0142828000231;23.9803291373215;23.9803291373215;7
9.01859953507878;9.62222085422047;4.44320008275753;6.91219189205794;5.08449455957076;2.9584054212077;3.99495916822529;2.9584054212077;3.99495916822529;8.99769674006074;10.4261195162451;-1.99852016581898;-6.07662476171539;8.74406149389597;10.0224340697227;25.9488775174453;-11.0447865377791;-6.07662476171539;27.9054811359196;21.6075153040695;14.8768963456393;14.8768963456393;7
14.2434269694869;13.5117682786286;11.9757424379035;9.53272187812169;10.9677928033666;6;7.0703115128893;6;7.0703115128893;15.5538513813741;14.9477052011452;-1.02775637731994;-9;13.6137043914907;14.2934272898982;32.0068489937759;-9.99789629623233;-9;32.9871989933191;30;22.0118297564263;22.0118297564263;7
2.19178132348491;2.59651005745542;4.15592802475974;3.40039043475234;0.999231656121768;0.996233561605034;2.9885291892844;0.996233561605034;2.9885291892844;3.99845649324059;4.10584592037884;-2.02379604162863;-5.9993867227721;12.2390501391765;13.0842060795623;36.9524079167427;-15.9406711480236;-5.9993867227721;38.9762039583713;38;21.0471607793621;21.0471607793621;7
6.79323168102303;5.63746909542141;3.76000714623416;6.74808312868981;12.0392468038261;0.994490482983472;0;0.994490482983472;-1.0332963783729;9.51515584817958;10.6960351485049;-1.06407721568515;-0.0402885342706866;10.2359436570615;11.1878581072212;42.038959829878;-8.65977188105794;-0.0402885342706866;43.1042182260086;32.6445591694797;33.1234525782885;33.1234525782885;7
4.45120667703005;3.53163717138047;2.58936932921484;4.8961969537548;3.01612483854164;3.98793536118564;5.98616179852765;3.98793536118564;5.98616179852765;5.08885530609983;6.99156883895268;-2.96670362162709;-9.0641114426265;21.377101208487;22.3647140623602;51;-10.0111097397076;-9.0641114426265;54.0068489937759;45;40.9939026657163;40.9939026657163;7
7.72158592394076;8.74988238666723;12.8932898686758;9.19981577653585;9.99387840446127;3.98793536118564;2.9885291892844;3.98793536118564;2.9885291892844;11.4042764895028;11.8977845023824;-0.998811647127851;-3.99826952316968;14.8735156712129;15.944638766913;36.9650144160211;-7.9975986930641;-3.99826952316968;37.9821485477561;33.5857864376269;28.9521398435881;28.9521398435881;7
9.13209633175202;6.27540082935715;3.82971350026068;2.47287098145338;4.69462972967419;1.95463898281273;1.91421411822595;1.95463898281273;1.91421411822595;9.42741281548572;5.96882933180224;-1;-6.15411396503009;15.2015932190446;15.5818656973516;45.9727192707182;-10.9360786903091;-6.15411396503009;46.8622016658935;33.0147027033899;34.9659406090687;34.9659406090687;7
6.92502006073551;5.27889789486101;7.2411839275411;4.8063950701236;15.994206241702;0;0;-0.998166824045004;-0.112881276799996;4.99684094305386;3.48551064305283;4.92420055278638;4.05788109509794;23.6828723388657;21.8224694660128;42.9201755690056;4.04079934095691;4.05788109509794;37.9796703705304;37.9739456481651;47.0070454378312;47.0070454378312;7
13.9509347032743;14.6311990353249;7.83775278076959;4.6649868214542;4.99157554353501;5.02498439450078;6.0293863659264;5.02498439450078;6.0293863659264;20.9184013180861;19.0118975592246;-1.98573141170915;-9.11209769028221;20.9844995741329;24.5119028527762;56.7919598300202;-14.4138031100517;-9.11209769028221;58.8388386712128;46.8047313634571;42.3184219129079;42.3184219129079;7
8.3825163979307;10.2107557177075;15.0401654874028;15.1576275648852;11.9820373660436;6.98812719401044;9.02498439450078;6.98812719401044;9.02498439450078;12.8113694741299;14.0267257327071;0.198764021655897;-4.99367690229023;24.2950295802205;25.0415377884948;71.9856747849263;-22.1426753904727;-4.99367690229023;71.8897851583265;62.7946939740566;49.8117646627474;49.8117646627474;7
10.4104853695164;9.67461912585909;7.19219203311123;9.00334867139542;9.05396316789619;1.99653683543854;1.98573141170915;1.99653683543854;1.98573141170915;11.0977060197979;12.7411747592413;-2.99641795510479;-1.14976884899226;3.80986580990021;5.76930700183;16.9371033259122;-5.7817730104789;-1.14976884899226;19.9340586604987;16;10.9551402652875;10.9551402652875;7
12.6405268216711;14.0120406122472;13.9661114274182;13.0109854643933;11.0308653128975;9.20773333703199;2.99030783043093;9.20773333703199;2.99030783043093;15.937481131329;17.3654938735555;-0.689750824664795;-11.8844907940839;16.2306024641358;13.6857189019036;47.3501495312247;-13.9721478334927;-11.8844907940839;48.1510405133132;39.0499687890015;33.3735484476684;33.3735484476684;7
9.33799056188583;12.5586674670652;4.37560873264259;5.70250905745061;7.9864889533565;3.06726673240904;2.98250847361809;3.06726673240904;2.98250847361809;7.93917019350514;10.0275040565748;0;-6.03712409380973;17.9180114591979;15.806558003985;23.021319364278;-7.98837366478686;-6.03712409380973;23.0205548660492;27.6030226947207;14.9976615512375;14.9976615512375;7
